date,ticker,headline,sector,category,true_label
2024-04-01,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Analyst,positive
2024-04-04,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2024-04-17,MARKET,VIX spikes to 34 as market volatility surges,Macro,Macro,neutral
2024-04-18,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2024-04-19,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-04-24,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-04-25,MARKET,Sector rotation: investors flee Consumer for Technology amid global uncertainty,Macro,Macro,neutral
2024-04-29,MARKET,"CPI inflation comes in at 4.345520514387771%, above consensus estimate",Macro,Macro,neutral
2024-04-30,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2024-05-02,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-05-17,UPS,UPS loses major contract to competitor,Industrials,Regulatory,negative
2024-05-22,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2024-05-23,UPS,UPS wins $41B government contract,Industrials,Earnings,positive
2024-05-24,MARKET,"GDP growth revised to 4.247702839641561%, economy shows resilience",Macro,Macro,neutral
2024-05-28,MARKET,"CPI inflation comes in at 5.443944570211016%, above consensus estimate",Macro,Macro,neutral
2024-05-30,UPS,UPS wins $9B government contract,Industrials,Merger,positive
2024-06-05,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2024-06-11,MARKET,Sector rotation: investors flee Energy for Financials amid global uncertainty,Macro,Macro,neutral
2024-06-12,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-06-13,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2024-06-26,MARKET,"GDP growth revised to 2.483532747436627%, economy shows weakness",Macro,Macro,neutral
2024-06-28,MARKET,"10-year Treasury yield reaches 3.28465494872603%, highest since 2015",Macro,Macro,neutral
2024-07-01,MARKET,"10-year Treasury yield reaches 4.703272263974611%, highest since 2015",Macro,Macro,neutral
2024-07-12,UPS,UPS wins $24B government contract,Industrials,Product,positive
2024-07-24,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-07-25,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,negative
2024-07-30,MARKET,"10-year Treasury yield reaches 5.890702173394642%, highest since 2012",Macro,Macro,neutral
2024-08-02,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2024-08-05,UPS,UPS loses major contract to competitor,Industrials,Regulatory,negative
2024-08-09,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2024-08-16,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-08-19,MARKET,"10-year Treasury yield reaches 3.339257499835952%, highest since 2017",Macro,Macro,neutral
2024-08-22,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2024-08-27,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-08-28,MARKET,"CPI inflation comes in at 3.7951505030199093%, below consensus estimate",Macro,Macro,neutral
2024-09-06,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2024-09-10,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-09-16,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-10-02,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-10-04,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-10-15,MARKET,"GDP growth revised to 3.3367097548718005%, economy shows weakness",Macro,Macro,neutral
2024-10-23,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-10-24,UPS,UPS wins $20B government contract,Industrials,Analyst,positive
2024-10-31,MARKET,VIX spikes to 37 as market volatility surges,Macro,Macro,neutral
2024-11-07,MARKET,"10-year Treasury yield reaches 3.134546749979371%, highest since 2012",Macro,Macro,neutral
2024-11-08,UPS,UPS wins $41B government contract,Industrials,Earnings,positive
2024-11-15,UPS,UPS wins $27B government contract,Industrials,Regulatory,positive
2024-11-21,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2024-11-26,UPS,UPS wins $40B government contract,Industrials,Product,positive
2024-11-29,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-12-12,MARKET,"CPI inflation comes in at 2.4647232517601037%, above consensus estimate",Macro,Macro,neutral
2024-12-13,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,positive
2024-12-16,MARKET,"CPI inflation comes in at 5.005060581379656%, above consensus estimate",Macro,Macro,neutral
2024-12-17,MARKET,"GDP growth revised to 5.5176395257931485%, economy shows weakness",Macro,Macro,neutral
2024-12-19,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-12-20,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,negative
2024-12-26,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-01-10,MARKET,"GDP growth revised to 4.961634268620965%, economy shows weakness",Macro,Macro,neutral
2019-01-16,V,V quarterly profit rises 7% on strong trading revenue,Financials,Product,positive
2019-01-17,MARKET,"CPI inflation comes in at 4.354795943626636%, above consensus estimate",Macro,Macro,neutral
2019-01-18,MARKET,"CPI inflation comes in at 2.456956445443213%, below consensus estimate",Macro,Macro,neutral
2019-01-22,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-01-24,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-01-25,MARKET,"10-year Treasury yield reaches 5.460503428163728%, highest since 2010",Macro,Macro,neutral
2019-01-31,V,V CEO resigns amid accounting irregularity investigation,Financials,Merger,negative
2019-02-05,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-02-07,V,V faces 46B regulatory fine for compliance failures,Financials,Merger,negative
2019-02-11,MARKET,Sector rotation: investors flee Financials for Financials amid global uncertainty,Macro,Macro,neutral
2019-02-15,V,V quarterly profit rises 20% on strong trading revenue,Financials,Earnings,positive
2019-02-19,MARKET,Sector rotation: investors flee Healthcare for Technology amid global uncertainty,Macro,Macro,neutral
2019-02-22,V,V quarterly profit rises 14% on strong trading revenue,Financials,Product,positive
2019-02-26,MARKET,Sector rotation: investors flee Healthcare for Technology amid global uncertainty,Macro,Macro,neutral
2019-03-01,V,V quarterly profit rises 5% on strong trading revenue,Financials,Regulatory,positive
2019-03-04,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-03-05,MARKET,"10-year Treasury yield reaches 2.657186300721433%, highest since 2020",Macro,Macro,neutral
2019-03-06,MARKET,"CPI inflation comes in at 4.099612072436473%, above consensus estimate",Macro,Macro,neutral
2019-03-11,V,V net interest margin expands amid rate environment,Financials,Regulatory,positive
2019-03-19,MARKET,VIX spikes to 35 as market volatility surges,Macro,Macro,neutral
2019-03-20,V,V net interest margin expands amid rate environment,Financials,Regulatory,positive
2019-03-21,V,V quarterly profit rises 29% on strong trading revenue,Financials,Analyst,positive
2019-03-22,V,V loan loss provisions surge amid credit deterioration,Financials,Product,negative
2019-04-01,V,V quarterly profit rises 7% on strong trading revenue,Financials,Merger,positive
2019-04-02,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-04-04,MARKET,"GDP growth revised to 4.317928533941611%, economy shows weakness",Macro,Macro,neutral
2019-04-05,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-04-08,MARKET,"10-year Treasury yield reaches 3.627748025117921%, highest since 2013",Macro,Macro,neutral
2019-04-10,MARKET,"10-year Treasury yield reaches 5.736213592566065%, highest since 2019",Macro,Macro,neutral
2019-04-12,V,V quarterly profit rises 8% on strong trading revenue,Financials,Merger,positive
2019-04-15,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2019-04-18,MARKET,Sector rotation: investors flee Technology for Energy amid global uncertainty,Macro,Macro,neutral
2019-04-25,V,V faces 27B regulatory fine for compliance failures,Financials,Regulatory,negative
2019-05-16,V,V net interest margin expands amid rate environment,Financials,Earnings,positive
2019-05-17,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2019-05-28,MARKET,Sector rotation: investors flee Financials for Financials amid global uncertainty,Macro,Macro,neutral
2019-05-30,V,V faces 14B regulatory fine for compliance failures,Financials,Earnings,negative
2019-06-03,V,V loan loss provisions surge amid credit deterioration,Financials,Earnings,negative
2019-06-07,V,V quarterly profit rises 7% on strong trading revenue,Financials,Earnings,positive
2019-06-11,V,V CEO resigns amid accounting irregularity investigation,Financials,Analyst,negative
2019-06-14,MARKET,Sector rotation: investors flee Healthcare for Industrials amid global uncertainty,Macro,Macro,neutral
2019-06-17,MARKET,"GDP growth revised to 4.766629921557086%, economy shows resilience",Macro,Macro,neutral
2019-06-24,MARKET,VIX spikes to 34 as market volatility surges,Macro,Macro,neutral
2019-07-02,MARKET,"GDP growth revised to 2.126434616423282%, economy shows weakness",Macro,Macro,neutral
2019-07-03,V,"V passes Fed stress test, increases dividend by 15%",Financials,Product,positive
2019-07-10,MARKET,Sector rotation: investors flee Industrials for Industrials amid global uncertainty,Macro,Macro,neutral
2019-07-16,V,V quarterly profit rises 8% on strong trading revenue,Financials,Product,positive
2019-07-19,MARKET,VIX spikes to 33 as market volatility surges,Macro,Macro,neutral
2019-07-24,V,"V passes Fed stress test, increases dividend by 24%",Financials,Earnings,positive
2019-07-25,MARKET,"GDP growth revised to 4.462288615076351%, economy shows weakness",Macro,Macro,neutral
2019-07-31,V,V CEO resigns amid accounting irregularity investigation,Financials,Product,negative
2019-08-12,V,V faces 12B regulatory fine for compliance failures,Financials,Regulatory,negative
2019-08-13,V,V quarterly profit rises 13% on strong trading revenue,Financials,Analyst,positive
2019-08-22,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-08-29,V,V net interest margin expands amid rate environment,Financials,Earnings,positive
2019-09-04,MARKET,Sector rotation: investors flee Energy for Financials amid global uncertainty,Macro,Macro,positive
2019-09-05,V,V loan loss provisions surge amid credit deterioration,Financials,Product,negative
2019-09-06,V,V net interest margin expands amid rate environment,Financials,Regulatory,positive
2019-09-09,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,negative
2019-09-19,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-09-24,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2019-09-26,MARKET,Sector rotation: investors flee Healthcare for Energy amid global uncertainty,Macro,Macro,neutral
2019-10-01,V,"V passes Fed stress test, increases dividend by 27%",Financials,Product,positive
2019-10-02,V,V CEO resigns amid accounting irregularity investigation,Financials,Analyst,negative
2019-10-03,V,V quarterly profit rises 23% on strong trading revenue,Financials,Product,positive
2019-10-07,V,V quarterly profit rises 16% on strong trading revenue,Financials,Earnings,positive
2019-10-14,MARKET,"CPI inflation comes in at 2.7550131320878073%, above consensus estimate",Macro,Macro,neutral
2019-10-16,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2019-10-21,V,V faces 27B regulatory fine for compliance failures,Financials,Analyst,negative
2019-10-22,V,V CEO resigns amid accounting irregularity investigation,Financials,Earnings,negative
2019-10-28,V,"V passes Fed stress test, increases dividend by 30%",Financials,Earnings,positive
2019-10-30,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-11-05,V,V CEO resigns amid accounting irregularity investigation,Financials,Analyst,negative
2019-11-11,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-11-13,MARKET,"CPI inflation comes in at 4.627823904947919%, below consensus estimate",Macro,Macro,neutral
2019-11-18,MARKET,Sector rotation: investors flee Energy for Financials amid global uncertainty,Macro,Macro,neutral
2019-11-25,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2019-11-27,V,V quarterly profit rises 24% on strong trading revenue,Financials,Earnings,positive
2019-12-02,V,V CEO resigns amid accounting irregularity investigation,Financials,Regulatory,negative
2019-12-31,MARKET,Sector rotation: investors flee Technology for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-01-07,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-01-10,V,V faces 32B regulatory fine for compliance failures,Financials,Regulatory,negative
2020-01-14,MARKET,"GDP growth revised to 3.6211314727028%, economy shows weakness",Macro,Macro,neutral
2020-01-15,V,V net interest margin expands amid rate environment,Financials,Analyst,positive
2020-01-17,V,V quarterly profit rises 24% on strong trading revenue,Financials,Analyst,positive
2020-01-23,V,V CEO resigns amid accounting irregularity investigation,Financials,Product,negative
2020-01-24,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
